iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
KOR,Asia,South Korea,2020-07-11,13417.0,44.0,46.571,289.0,1.0,0.857,261.514,0.858,0.908,5.633,0.019,0.017,0.92,20.0,0.39,,,,,,,1395589.0,12051.0,27.202,0.235,11060.0,0.216,0.0042,237.5,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-12,13479.0,62.0,48.857,289.0,0.0,0.714,262.722,1.208,0.952,5.633,0.0,0.014,1.09,19.0,0.37,,,,,,,1400792.0,5203.0,27.303,0.101,10870.0,0.212,0.0045,222.5,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1581.2,-0.96,-3.11,-30.81949769
KOR,Asia,South Korea,2020-07-13,13512.0,33.0,47.286,289.0,0.0,0.571,263.365,0.643,0.922,5.633,0.0,0.011,0.97,20.0,0.39,,,,,,,1406960.0,6168.0,27.423,0.12,10931.0,0.213,0.0043,231.2,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-14,13551.0,39.0,43.857,289.0,0.0,0.571,264.125,0.76,0.855,5.633,0.0,0.011,0.94,17.0,0.331,,,,,,,1419264.0,12304.0,27.663,0.24,10632.0,0.207,0.0041,242.4,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-15,13612.0,61.0,45.571,291.0,2.0,0.571,265.314,1.189,0.888,5.672,0.039,0.011,1.06,17.0,0.331,,,,,,,1429964.0,10700.0,27.872,0.209,10226.0,0.199,0.0045,224.4,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-16,13672.0,60.0,47.714,293.0,2.0,0.714,266.484,1.169,0.93,5.711,0.039,0.014,1.02,16.0,0.312,,,,,,,1439996.0,10032.0,28.067,0.196,9940.0,0.194,0.0048,208.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-17,13711.0,39.0,48.286,294.0,1.0,0.857,267.244,0.76,0.941,5.73,0.019,0.017,0.81,16.0,0.312,,,,,,,1449665.0,9669.0,28.256,0.188,9447.0,0.184,0.0051,195.6,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-18,13745.0,34.0,46.857,295.0,1.0,0.857,267.907,0.663,0.913,5.75,0.019,0.017,0.8,19.0,0.37,,,,,,,1458852.0,9187.0,28.435,0.179,9038.0,0.176,0.0052,192.9,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-19,13771.0,26.0,41.714,296.0,1.0,1.0,268.413,0.507,0.813,5.769,0.019,0.019,0.91,19.0,0.37,,,,,,,1463947.0,5095.0,28.534,0.099,9022.0,0.176,0.0046,216.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1513.4,-0.89,1.26,-29.49799381
KOR,Asia,South Korea,2020-07-20,13816.0,45.0,43.429,296.0,0.0,1.0,269.291,0.877,0.846,5.769,0.0,0.019,1.1,19.0,0.37,,,,,,,1468841.0,4894.0,28.629,0.095,8840.0,0.172,0.0049,203.6,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-21,13879.0,63.0,46.857,297.0,1.0,1.143,270.518,1.228,0.913,5.789,0.019,0.022,1.2,21.0,0.409,,,,,,,1481038.0,12197.0,28.867,0.238,8825.0,0.172,0.0053,188.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-22,13938.0,59.0,46.571,297.0,0.0,0.857,271.668,1.15,0.908,5.789,0.0,0.017,1.21,21.0,0.409,,,,,,,1490719.0,9681.0,29.056,0.189,8679.0,0.169,0.0054,186.4,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-23,13979.0,41.0,43.857,298.0,1.0,0.714,272.468,0.799,0.855,5.808,0.019,0.014,1.2,18.0,0.351,,,,,,,1499502.0,8783.0,29.227,0.171,8501.0,0.166,0.0052,193.8,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-24,14092.0,113.0,54.429,298.0,0.0,0.571,274.67,2.203,1.061,5.808,0.0,0.011,1.41,16.0,0.312,,,,,,,1508975.0,9473.0,29.412,0.185,8473.0,0.165,0.0064,155.7,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-25,14150.0,58.0,57.857,298.0,0.0,0.429,275.801,1.13,1.128,5.808,0.0,0.008,1.1,15.0,0.292,,,,,,,1517282.0,8307.0,29.574,0.162,8347.0,0.163,0.0069,144.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-26,14175.0,25.0,57.714,299.0,1.0,0.429,276.288,0.487,1.125,5.828,0.019,0.008,0.88,15.0,0.292,,,,,,,1521574.0,4292.0,29.657,0.084,8232.0,0.16,0.007,142.6,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1488.0,-0.85,0.46,-29.00291713
KOR,Asia,South Korea,2020-07-27,14203.0,28.0,55.286,300.0,1.0,0.571,276.834,0.546,1.078,5.847,0.019,0.011,0.78,14.0,0.273,,,,,,,1525622.0,4048.0,29.736,0.079,8112.0,0.158,0.0068,146.7,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-28,14251.0,48.0,53.143,300.0,0.0,0.429,277.769,0.936,1.036,5.847,0.0,0.008,0.74,12.0,0.234,,,,,,,1536352.0,10730.0,29.945,0.209,7902.0,0.154,0.0067,148.7,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-29,14269.0,18.0,47.286,300.0,0.0,0.429,278.12,0.351,0.922,5.847,0.0,0.008,0.62,12.0,0.234,,,,,,,1545955.0,9603.0,30.133,0.187,7891.0,0.154,0.006,166.9,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-30,14305.0,36.0,46.571,301.0,1.0,0.429,278.822,0.702,0.908,5.867,0.019,0.008,0.68,13.0,0.253,,,,,,,1554863.0,8908.0,30.306,0.174,7909.0,0.154,0.0059,169.8,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-07-31,14336.0,31.0,34.857,301.0,0.0,0.429,279.426,0.604,0.679,5.867,0.0,0.008,0.62,12.0,0.234,,,,,,,1562444.0,7581.0,30.454,0.148,7638.0,0.149,0.0046,219.1,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-01,14366.0,30.0,30.857,301.0,0.0,0.429,280.011,0.585,0.601,5.867,0.0,0.008,0.7,13.0,0.253,,,,,,,1570478.0,8034.0,30.611,0.157,7599.0,0.148,0.0041,246.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-02,14389.0,23.0,30.571,301.0,0.0,0.286,280.459,0.448,0.596,5.867,0.0,0.006,0.83,13.0,0.253,,,,,,,1574894.0,4416.0,30.697,0.086,7617.0,0.148,0.004,249.2,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1573.8,-0.87,-1.53,-30.67526276
KOR,Asia,South Korea,2020-08-03,14423.0,34.0,31.429,301.0,0.0,0.143,281.122,0.663,0.613,5.867,0.0,0.003,0.91,13.0,0.253,,,,,,,1578405.0,3511.0,30.765,0.068,7540.0,0.147,0.0042,239.9,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-04,14456.0,33.0,29.286,302.0,1.0,0.286,281.765,0.643,0.571,5.886,0.019,0.006,0.89,13.0,0.253,,,,,,,1588428.0,10023.0,30.96,0.195,7439.0,0.145,0.0039,254.0,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-05,14499.0,43.0,32.857,302.0,0.0,0.286,282.603,0.838,0.64,5.886,0.0,0.006,0.95,14.0,0.273,,,,,,,1596835.0,8407.0,31.124,0.164,7269.0,0.142,0.0045,221.2,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-06,14519.0,20.0,30.571,303.0,1.0,0.286,282.993,0.39,0.596,5.906,0.019,0.006,0.84,18.0,0.351,,,,,,,1605135.0,8300.0,31.286,0.162,7182.0,0.14,0.0043,234.9,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-07,14562.0,43.0,32.286,304.0,1.0,0.429,283.831,0.838,0.629,5.925,0.019,0.008,0.93,18.0,0.351,,,,,,,1612300.0,7165.0,31.426,0.14,7122.0,0.139,0.0045,220.6,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-08,14598.0,36.0,33.143,305.0,1.0,0.571,284.533,0.702,0.646,5.945,0.019,0.011,0.97,17.0,0.331,,,,,,,1619162.0,6862.0,31.559,0.134,6955.0,0.136,0.0048,209.8,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-09,14626.0,28.0,33.857,305.0,0.0,0.571,285.078,0.546,0.66,5.945,0.0,0.011,1.12,16.0,0.312,,,,,,,1623298.0,4136.0,31.64,0.081,6915.0,0.135,0.0049,204.2,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1724.2,-0.92,-2.7,-33.6067404
KOR,Asia,South Korea,2020-08-10,14660.0,34.0,33.857,305.0,0.0,0.571,285.741,0.663,0.66,5.945,0.0,0.011,1.26,16.0,0.312,,,,,,,1626951.0,3653.0,31.711,0.071,6935.0,0.135,0.0049,204.8,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-11,14714.0,54.0,36.857,305.0,0.0,0.429,286.794,1.053,0.718,5.945,0.0,0.008,1.52,15.0,0.292,,,,,,,1636492.0,9541.0,31.897,0.186,6866.0,0.134,0.0054,186.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-12,14770.0,56.0,38.714,305.0,0.0,0.429,287.885,1.092,0.755,5.945,0.0,0.008,1.84,15.0,0.292,,,,,,,1645300.0,8808.0,32.069,0.172,6924.0,0.135,0.0056,178.9,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-13,14873.0,103.0,50.571,305.0,0.0,0.286,289.893,2.008,0.986,5.945,0.0,0.006,2.42,15.0,0.292,,,,,,,1653546.0,8246.0,32.23,0.161,6916.0,0.135,0.0073,136.8,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-14,15039.0,166.0,68.143,305.0,0.0,0.143,293.128,3.236,1.328,5.945,0.0,0.003,2.9,14.0,0.273,,,,,,,1663732.0,10186.0,32.428,0.199,7347.0,0.143,0.0093,107.8,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-15,15318.0,279.0,102.857,305.0,0.0,0.0,298.566,5.438,2.005,5.945,0.0,0.0,3.12,14.0,0.273,,,,,,,1673944.0,10212.0,32.627,0.199,7826.0,0.153,0.0131,76.1,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-16,15515.0,197.0,127.0,305.0,0.0,0.0,302.406,3.84,2.475,5.945,0.0,0.0,2.67,13.0,0.253,,,,,,,1680435.0,6491.0,32.754,0.127,8162.0,0.159,0.0156,64.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-1461.2,-0.76,4.85,-28.48055276
KOR,Asia,South Korea,2020-08-17,15761.0,246.0,157.286,306.0,1.0,0.143,307.201,4.795,3.066,5.964,0.019,0.003,2.41,13.0,0.253,,,,,,,1687118.0,6683.0,32.884,0.13,8595.0,0.168,0.0183,54.6,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-18,16058.0,297.0,192.0,306.0,0.0,0.143,312.99,5.789,3.742,5.964,0.0,0.003,2.19,9.0,0.175,,,,,,,1695690.0,8572.0,33.051,0.167,8457.0,0.165,0.0227,44.0,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-19,16346.0,288.0,225.143,307.0,1.0,0.286,318.603,5.613,4.388,5.984,0.019,0.006,1.96,12.0,0.234,,,,,,,1713712.0,18022.0,33.402,0.351,9773.0,0.19,0.023,43.4,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-20,16670.0,324.0,256.714,309.0,2.0,0.571,324.918,6.315,5.004,6.023,0.039,0.011,1.82,12.0,0.234,,,,,,,1732731.0,19019.0,33.773,0.371,11312.0,0.22,0.0227,44.1,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-21,17002.0,332.0,280.429,309.0,0.0,0.571,331.39,6.471,5.466,6.023,0.0,0.011,1.68,18.0,0.351,,,,,,,1752771.0,20040.0,34.164,0.391,12720.0,0.248,0.022,45.4,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-22,17399.0,397.0,297.286,309.0,0.0,0.571,339.128,7.738,5.794,6.023,0.0,0.011,1.59,24.0,0.468,,,,,,,1774448.0,21677.0,34.586,0.423,14358.0,0.28,0.0207,48.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-23,17665.0,266.0,307.143,309.0,0.0,0.571,344.312,5.185,5.987,6.023,0.0,0.011,1.47,29.0,0.565,,,,,,,1789834.0,15386.0,34.886,0.3,15628.0,0.305,0.0197,50.9,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-975.2,-0.49,8.89,-19.0078258
KOR,Asia,South Korea,2020-08-24,17945.0,280.0,312.0,310.0,1.0,0.571,349.77,5.458,6.081,6.042,0.019,0.011,1.37,31.0,0.604,,,,,,,1803070.0,13236.0,35.144,0.258,16565.0,0.323,0.0188,53.1,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-25,18265.0,320.0,315.286,312.0,2.0,0.857,356.007,6.237,6.145,6.081,0.039,0.017,1.33,37.0,0.721,,,,,,,1824485.0,21415.0,35.561,0.417,18399.0,0.359,0.0171,58.4,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-26,18706.0,441.0,337.143,313.0,1.0,0.857,364.603,8.596,6.571,6.101,0.019,0.017,1.38,42.0,0.819,,,,,,,1848154.0,23669.0,36.023,0.461,19206.0,0.374,0.0176,57.0,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-27,19077.0,371.0,343.857,316.0,3.0,1.0,371.834,7.231,6.702,6.159,0.058,0.019,1.24,46.0,0.897,,,,,,,1868227.0,20073.0,36.414,0.391,19357.0,0.377,0.0178,56.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-28,19400.0,323.0,342.571,321.0,5.0,1.714,378.129,6.296,6.677,6.257,0.097,0.033,1.08,58.0,1.13,,,,,,,1886365.0,18138.0,36.768,0.354,19085.0,0.372,0.0179,55.7,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-29,19699.0,299.0,328.571,323.0,2.0,2.0,383.957,5.828,6.404,6.296,0.039,0.039,0.98,64.0,1.247,,,,,,,1907977.0,21612.0,37.189,0.421,19076.0,0.372,0.0172,58.1,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-08-30,19947.0,248.0,326.0,324.0,1.0,2.143,388.791,4.834,6.354,6.315,0.019,0.042,0.99,70.0,1.364,,,,,,,1922818.0,14841.0,37.478,0.289,18998.0,0.37,0.0172,58.3,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-616.6,-0.3,6.57,-12.0182787
KOR,Asia,South Korea,2020-08-31,20182.0,235.0,319.571,324.0,0.0,2.0,393.372,4.58,6.229,6.315,0.0,0.039,0.92,79.0,1.54,,,,,,,1936337.0,13519.0,37.742,0.264,19038.0,0.371,0.0168,59.6,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-01,20449.0,267.0,312.0,326.0,2.0,2.0,398.576,5.204,6.081,6.354,0.039,0.039,0.83,104.0,2.027,,,,,,,1957728.0,21391.0,38.158,0.417,19035.0,0.371,0.0164,61.0,people tested,,,,,,,,,,,,,,53.24,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-02,20644.0,195.0,276.857,329.0,3.0,2.286,402.376,3.801,5.396,6.413,0.058,0.045,0.71,123.0,2.397,,,,,,,1978943.0,21215.0,38.572,0.414,18684.0,0.364,0.0148,67.5,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-03,20842.0,198.0,252.143,331.0,2.0,2.143,406.236,3.859,4.915,6.452,0.039,0.042,0.67,154.0,3.002,,,,,,,1999200.0,20257.0,38.967,0.395,18710.0,0.365,0.0135,74.2,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-04,21010.0,168.0,230.0,333.0,2.0,1.714,409.51,3.275,4.483,6.491,0.039,0.033,0.64,157.0,3.06,,,,,,,2020554.0,21354.0,39.383,0.416,19170.0,0.374,0.012,83.3,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-05,21177.0,167.0,211.143,334.0,1.0,1.571,412.765,3.255,4.115,6.51,0.019,0.031,0.64,159.0,3.099,,,,,,,2035693.0,15139.0,39.678,0.295,18245.0,0.356,0.0116,86.4,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-06,21296.0,119.0,192.714,336.0,2.0,1.714,415.085,2.319,3.756,6.549,0.039,0.033,0.69,163.0,3.177,,,,,,,2044583.0,8890.0,39.851,0.173,17395.0,0.339,0.0111,90.3,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,-545.6,-0.26,1.28,-10.63440295
KOR,Asia,South Korea,2020-09-07,21432.0,136.0,178.571,341.0,5.0,2.429,417.736,2.651,3.481,6.647,0.097,0.047,0.72,162.0,3.158,,,,,,,2049945.0,5362.0,39.956,0.105,16230.0,0.316,0.011,90.9,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-08,21588.0,156.0,162.714,344.0,3.0,2.571,420.776,3.041,3.171,6.705,0.058,0.05,0.71,150.0,2.924,,,,,,,2064726.0,14781.0,40.244,0.288,15285.0,0.298,0.0106,93.9,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-09,21743.0,155.0,157.0,346.0,2.0,2.429,423.797,3.021,3.06,6.744,0.039,0.047,0.71,154.0,3.002,,,,,,,2080882.0,16156.0,40.559,0.315,14563.0,0.284,0.0108,92.8,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-10,21919.0,176.0,153.857,350.0,4.0,2.714,427.228,3.43,2.999,6.822,0.078,0.053,0.75,169.0,3.294,,,,,,,2098239.0,17357.0,40.897,0.338,14148.0,0.276,0.0109,92.0,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
KOR,Asia,South Korea,2020-09-11,22055.0,136.0,149.286,355.0,5.0,3.143,429.879,2.651,2.91,6.919,0.097,0.061,0.71,175.0,3.411,,,,,,,2117859.0,19620.0,41.28,0.382,13901.0,0.271,0.0107,93.1,people tested,,,,,,,,,,,,,,50.46,51305184.0,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,,,,
